row,rt,final_value,start_value,time_elapsed,subject,facial_expressions,skinTone,starting_color,difference
1,NULL,NULL,NULL,5400,5cb39d72063f2b000133ee07,frown,light,NULL,NULL
2,12440.4,0.630158,0.630158,17843,5cb39d72063f2b000133ee07,frown,light,NULL,NULL
3,21867.3,0.896705,0.271705,39712,5cb39d72063f2b000133ee07,frown,light,dim,2.3705
4,14174.4,0.827546,0.177546,53887,5cb39d72063f2b000133ee07,frown,light,dim,-1.54542
5,6608.21,0.919115,0.969115,60496,5cb39d72063f2b000133ee07,frown,light,bright,3.11155
6,8583.14,0.923144,0.898144,69080,5cb39d72063f2b000133ee07,frown,light,bright,5.01442
7,7205.9,0.889109,0.514109,76287,5cb39d72063f2b000133ee07,frown,light,dim,0.110903
8,9081.49,0.846295,0.946295,85369,5cb39d72063f2b000133ee07,frown,light,bright,0.329499
9,NULL,NULL,NULL,4722,5cb39c18e4d6e6001c514ba7,frown,medium,NULL,NULL
10,20152,0.5,0.56575,24875,5cb39c18e4d6e6001c514ba7,frown,medium,NULL,NULL
11,8874.75,0.665858,0.740858,33751,5cb39c18e4d6e6001c514ba7,frown,medium,bright,-1.01421
12,5819.03,0.698363,0.998363,39571,5cb39c18e4d6e6001c514ba7,frown,medium,bright,2.23627
13,10333.2,0.703433,0.878433,49905,5cb39c18e4d6e6001c514ba7,frown,medium,bright,2.74334
14,7727.33,0.682106,0.607106,57633,5cb39c18e4d6e6001c514ba7,frown,medium,dim,1.5106
15,5378.21,0.664548,0.614548,63012,5cb39c18e4d6e6001c514ba7,frown,medium,dim,-0.24521
16,7723.31,0.734572,0.609572,70736,5cb39c18e4d6e6001c514ba7,frown,medium,dim,5.85725
17,NULL,NULL,NULL,4789,5cb397467965a30001aed56d,frown,dark,NULL,NULL
18,14629,0.0227735,0.0227735,19422,5cb397467965a30001aed56d,frown,dark,NULL,NULL
19,13876,0.430485,0.305485,33300,5cb397467965a30001aed56d,frown,dark,dim,-7.95145
20,7389,0.45,0.919879,40691,5cb397467965a30001aed56d,frown,dark,bright,-7
21,3419,0.484414,0.334414,44111,5cb397467965a30001aed56d,frown,dark,dim,-3.55855
22,2523,0.46909,0.51909,46636,5cb397467965a30001aed56d,frown,dark,bright,-4.09105
23,5038,0.405243,0.630243,51677,5cb397467965a30001aed56d,frown,dark,bright,-8.47568
24,3563,0.366428,0.241428,55241,5cb397467965a30001aed56d,frown,dark,dim,-12.3572
25,NULL,NULL,NULL,2646,5cb37ac5e1ece20013b59f60,smile,light,NULL,NULL
26,23665,0.581144,0.231144,26317,5cb37ac5e1ece20013b59f60,smile,light,NULL,NULL
27,12524,0.839801,0.539801,38847,5cb37ac5e1ece20013b59f60,smile,light,dim,-0.319896
28,13169,0.872477,0.922477,52024,5cb37ac5e1ece20013b59f60,smile,light,bright,-1.55231
29,16035,0.869976,0.319976,68064,5cb37ac5e1ece20013b59f60,smile,light,dim,-1.80241
30,10625,0.842807,0.267807,78695,5cb37ac5e1ece20013b59f60,smile,light,dim,-0.019267
31,7645,0.905347,0.955347,86348,5cb37ac5e1ece20013b59f60,smile,light,bright,3.23467
32,6686,0.914029,0.939029,93038,5cb37ac5e1ece20013b59f60,smile,light,bright,4.10294
33,NULL,NULL,NULL,7340,5cb10888e25ee40018e49d48,smile,medium,NULL,NULL
34,3156,0.844593,0.844593,10500,5cb10888e25ee40018e49d48,smile,medium,NULL,NULL
35,36981,0.811121,0.811121,47483,5cb10888e25ee40018e49d48,smile,medium,bright,13.5121
36,21214,0.985468,0.960468,68699,5cb10888e25ee40018e49d48,smile,medium,bright,31.8468
37,14879,0.131839,0.156839,83579,5cb10888e25ee40018e49d48,smile,medium,dim,-54.4161
38,12399,0.457633,0.432633,95979,5cb10888e25ee40018e49d48,smile,medium,dim,-21.8367
39,6214,0.859448,0.859448,102195,5cb10888e25ee40018e49d48,smile,medium,bright,18.3448
40,6343,0.353071,0.353071,108540,5cb10888e25ee40018e49d48,smile,medium,dim,-31.3929
41,NULL,NULL,NULL,3069,568eca7be3ef9e000ca208fc,smile,medium,NULL,NULL
42,15603,0.5,0.167502,18681,568eca7be3ef9e000ca208fc,smile,medium,NULL,NULL
43,13410,0.737597,0.787597,32096,568eca7be3ef9e000ca208fc,smile,medium,bright,6.15967
44,9699,0.74479,0.41979,41800,568eca7be3ef9e000ca208fc,smile,medium,dim,7.77901
45,12318,0.738123,0.888123,54121,568eca7be3ef9e000ca208fc,smile,medium,bright,7.11226
46,15301,0.720595,0.520595,69424,568eca7be3ef9e000ca208fc,smile,medium,dim,4.45946
47,10638,0.748083,0.873083,80065,568eca7be3ef9e000ca208fc,smile,medium,bright,7.2083
48,11766,0.739666,0.0896664,91833,568eca7be3ef9e000ca208fc,smile,medium,dim,6.36664
49,NULL,NULL,NULL,4206,5cb20704764cce0018a2da22,smile,dark,NULL,NULL
50,91618,0.5,0.907268,95837,5cb20704764cce0018a2da22,smile,dark,NULL,NULL
51,25975.1,0.484731,0.934731,121822,5cb20704764cce0018a2da22,smile,dark,bright,-0.526885
52,14828.7,0.477288,0.952288,136662,5cb20704764cce0018a2da22,smile,dark,bright,-4.27123
53,10742.1,0.474519,0.474519,147410,5cb20704764cce0018a2da22,smile,dark,dim,-3.54812
54,28867.8,0.477117,0.877117,176284,5cb20704764cce0018a2da22,smile,dark,bright,-3.28827
55,14875.7,0.434911,0.384911,191164,5cb20704764cce0018a2da22,smile,dark,dim,-5.50891
56,9806.16,0.417129,0.142129,200973,5cb20704764cce0018a2da22,smile,dark,dim,-10.2871
57,NULL,NULL,NULL,3520,5a960936f6dfdd0001ea6399,frown,light,NULL,NULL
58,6190.92,0.892143,0.892143,9715,5a960936f6dfdd0001ea6399,frown,light,NULL,NULL
59,7941.85,0.935681,0.985681,17661,5a960936f6dfdd0001ea6399,frown,light,bright,6.26806
60,1504.21,0.923726,0.923726,19168,5a960936f6dfdd0001ea6399,frown,light,bright,3.57263
61,6225.6,0.847671,0.772671,25395,5a960936f6dfdd0001ea6399,frown,light,dim,-2.53286
62,2517.06,0.864042,0.889042,27915,5a960936f6dfdd0001ea6399,frown,light,bright,2.10416
63,9266.25,0.886189,0.0361886,37183,5a960936f6dfdd0001ea6399,frown,light,dim,-0.181137
64,4048.42,0.9,0.224121,41234,5a960936f6dfdd0001ea6399,frown,light,dim,5.7
65,NULL,NULL,NULL,3630,5aee03d9da09e400015396c8,frown,light,NULL,NULL
66,27497,0.527368,0.927368,31129,5aee03d9da09e400015396c8,frown,light,NULL,NULL
67,11682,0.872901,0.922901,42813,5aee03d9da09e400015396c8,frown,light,bright,2.99006
68,5060,0.862301,0.862301,47875,5aee03d9da09e400015396c8,frown,light,bright,1.93011
69,17330,0.917278,0.242278,65207,5aee03d9da09e400015396c8,frown,light,dim,2.92782
70,18084,0.902873,0.00287306,83291,5aee03d9da09e400015396c8,frown,light,dim,1.48731
71,5157,0.901611,0.876611,88449,5aee03d9da09e400015396c8,frown,light,bright,2.86109
72,13098,0.904035,0.554035,101549,5aee03d9da09e400015396c8,frown,light,dim,3.10348
73,NULL,NULL,NULL,3576,5cab7ca3904e100015fe0ff4,smile,light,NULL,NULL
74,14277.5,0.412021,0.412021,17862,5cab7ca3904e100015fe0ff4,smile,light,NULL,NULL
75,17038,0.948033,0.948033,34908,5cab7ca3904e100015fe0ff4,smile,light,bright,7.5033
76,2339.2,0.33975,0.33975,37253,5cab7ca3904e100015fe0ff4,smile,light,dim,-54.825
77,2910.9,0.917953,0.917953,40169,5cab7ca3904e100015fe0ff4,smile,light,bright,4.49529
78,9350.1,0.515256,0.515256,49525,5cab7ca3904e100015fe0ff4,smile,light,dim,-37.2744
79,1002.1,0.453004,0.453004,50533,5cab7ca3904e100015fe0ff4,smile,light,dim,-38.9996
80,982.2,0.952293,0.952293,51526,5cab7ca3904e100015fe0ff4,smile,light,bright,10.9293
81,NULL,NULL,NULL,11239,5cb3696838988a00183f5995,frown,dark,NULL,NULL
82,28852.5,0.690751,0.690751,40119,5cb3696838988a00183f5995,frown,dark,NULL,NULL
83,15927.5,0.390031,0.390031,56055,5cb3696838988a00183f5995,frown,dark,dim,-11.9969
84,2575.8,0.733998,0.733998,58639,5cb3696838988a00183f5995,frown,dark,bright,24.3998
85,2083.4,0.262568,0.262568,60731,5cb3696838988a00183f5995,frown,dark,dim,-24.7432
86,2048.6,0.837095,0.837095,62783,5cb3696838988a00183f5995,frown,dark,bright,31.7095
87,1930.9,0.532677,0.532677,64718,5cb3696838988a00183f5995,frown,dark,bright,1.26771
88,2079.8,0.409423,0.409423,66802,5cb3696838988a00183f5995,frown,dark,dim,-8.05768
89,NULL,NULL,NULL,5154,590f5215dbd4990001ee258e,smile,light,NULL,NULL
90,24354.6,0.539967,0.989967,29514,590f5215dbd4990001ee258e,smile,light,NULL,NULL
91,17818.6,0.869693,0.519693,47338,590f5215dbd4990001ee258e,smile,light,dim,-0.33072
92,12175.8,0.871397,0.946397,59516,590f5215dbd4990001ee258e,smile,light,bright,-1.66026
93,11251.8,0.825863,0.625863,70770,590f5215dbd4990001ee258e,smile,light,dim,-1.71365
94,11031.9,0.884294,0.959294,81805,590f5215dbd4990001ee258e,smile,light,bright,1.12936
95,13393.6,0.842821,0.392821,95201,590f5215dbd4990001ee258e,smile,light,dim,-0.0178876
96,6287.71,0.888087,0.913087,101490,590f5215dbd4990001ee258e,smile,light,bright,0.00874085
97,NULL,NULL,NULL,4326,5be1cda184a0cc000170fd51,smile,medium,NULL,NULL
98,16593.9,0.476784,0.476784,20921,5be1cda184a0cc000170fd51,smile,medium,NULL,NULL
99,22908.4,0.70743,0.95743,43831,5be1cda184a0cc000170fd51,smile,medium,bright,3.14301
100,8924.86,0.671848,0.946848,52757,5be1cda184a0cc000170fd51,smile,medium,bright,-0.415161
101,11177.4,0.707951,0.132951,63935,5be1cda184a0cc000170fd51,smile,medium,dim,3.19514
102,23099.2,0.687909,0.0879092,87034,5be1cda184a0cc000170fd51,smile,medium,dim,2.09092
103,12727.4,0.733978,0.158978,99755,5be1cda184a0cc000170fd51,smile,medium,dim,5.79782
104,17407.3,0.730388,0.680388,117163,5be1cda184a0cc000170fd51,smile,medium,bright,6.33879
105,NULL,NULL,NULL,7162,5c39f9c619ceb400010c791e,frown,light,NULL,NULL
106,26359,0.05,0.0406322,33525,5c39f9c619ceb400010c791e,frown,light,NULL,NULL
107,12291,0.858055,0.333055,45817,5c39f9c619ceb400010c791e,frown,light,dim,-2.99454
108,4811,0.865873,0.915873,50630,5c39f9c619ceb400010c791e,frown,light,bright,-0.712741
109,4683,0.879325,0.904325,55314,5c39f9c619ceb400010c791e,frown,light,bright,-0.867522
110,10718,0.829317,0.204317,66034,5c39f9c619ceb400010c791e,frown,light,dim,-4.36829
111,7615,0.796402,0.371402,73651,5c39f9c619ceb400010c791e,frown,light,dim,-4.65984
112,5855,0.78249,0.95749,79509,5c39f9c619ceb400010c791e,frown,light,bright,-6.05103
113,NULL,NULL,NULL,6670,5b8f80ab07145d0001cacb17,frown,medium,NULL,NULL
114,40592,0.527119,0.277119,47274,5b8f80ab07145d0001cacb17,frown,medium,NULL,NULL
115,5296,0.587073,0.312073,52584,5b8f80ab07145d0001cacb17,frown,medium,dim,-7.9927
116,4733,0.615186,0.415186,57327,5b8f80ab07145d0001cacb17,frown,medium,dim,-6.08144
117,4169,0.682241,0.807241,61504,5b8f80ab07145d0001cacb17,frown,medium,bright,0.624101
118,5586,0.706545,0.956545,67095,5b8f80ab07145d0001cacb17,frown,medium,bright,3.05451
119,5009,0.697324,0.922324,72112,5b8f80ab07145d0001cacb17,frown,medium,bright,2.13239
120,5266,0.655727,0.505727,77383,5b8f80ab07145d0001cacb17,frown,medium,dim,-1.12726
121,NULL,NULL,NULL,3269,59360314da541f000146f49f,smile,dark,NULL,NULL
122,28321.1,0.486263,0.0362627,31596,59360314da541f000146f49f,smile,dark,NULL,NULL
123,15749,0.410524,0.385524,47347,59360314da541f000146f49f,smile,dark,dim,-10.9476
124,12958.2,0.480766,0.255766,60307,59360314da541f000146f49f,smile,dark,dim,-2.92341
125,17366.6,0.443604,0.943604,77676,59360314da541f000146f49f,smile,dark,bright,-4.6396
126,12125.6,0.466426,0.0164261,89803,59360314da541f000146f49f,smile,dark,dim,-2.35739
127,21086.2,0.5,0.878709,110892,59360314da541f000146f49f,smile,dark,bright,-1
128,8997.87,0.50344,0.85344,119891,59360314da541f000146f49f,smile,dark,bright,-1.65602
129,NULL,NULL,NULL,4741,5caf8a0b28597a001785d90c,frown,dark,NULL,NULL
130,30294.5,0.558702,0.408702,35042,5caf8a0b28597a001785d90c,frown,dark,NULL,NULL
131,38007.8,0.482249,0.23225,73056,5caf8a0b28597a001785d90c,frown,dark,dim,-3.77505
132,10681.2,0.438639,0.463639,83742,5caf8a0b28597a001785d90c,frown,dark,dim,-5.13609
133,15695.1,0.463265,0.463265,99441,5caf8a0b28597a001785d90c,frown,dark,dim,-4.67349
134,27689.3,0.520428,0.920428,127133,5caf8a0b28597a001785d90c,frown,dark,bright,1.04282
135,12977.6,0.553416,0.578416,140114,5caf8a0b28597a001785d90c,frown,dark,bright,3.34165
136,17217.8,0.54312,0.89312,157335,5caf8a0b28597a001785d90c,frown,dark,bright,5.31204
137,NULL,NULL,NULL,3136,5b564114d8348500012d2789,smile,light,NULL,NULL
138,12417,0.511277,0.511277,15561,5b564114d8348500012d2789,smile,light,NULL,NULL
139,6709,0.856902,0.856902,22275,5b564114d8348500012d2789,smile,light,bright,1.39018
140,6736,0.888966,0.538966,29015,5b564114d8348500012d2789,smile,light,dim,1.59663
141,3649,0.924446,0.949446,32664,5b564114d8348500012d2789,smile,light,bright,5.14465
142,5228,0.860148,0.685148,37894,5b564114d8348500012d2789,smile,light,dim,1.71483
143,6626,0.925,0.989139,44523,5b564114d8348500012d2789,smile,light,bright,3.7
144,5888,0.913807,0.638807,50413,5b564114d8348500012d2789,smile,light,dim,2.58069
145,NULL,NULL,NULL,11948,5aecdb1b75deca0001626624,frown,light,NULL,NULL
146,11918,0.5812,0.6312,23868,5aecdb1b75deca0001626624,frown,light,NULL,NULL
147,6476.67,0.903245,0.653245,30347,5aecdb1b75deca0001626624,frown,light,dim,1.52448
148,2180.34,0.842635,0.867635,32528,5aecdb1b75deca0001626624,frown,light,bright,-0.0365213
149,4996.92,0.89824,0.59824,37526,5aecdb1b75deca0001626624,frown,light,dim,2.524
150,2948.97,0.898798,0.948798,40476,5aecdb1b75deca0001626624,frown,light,bright,1.0798
151,6747.9,0.887767,0.237767,47225,5aecdb1b75deca0001626624,frown,light,dim,1.4767
152,2252.74,0.849226,0.874226,49479,5aecdb1b75deca0001626624,frown,light,bright,0.622632
153,NULL,NULL,NULL,5726,5bc0f2fc3072490001cdd988,smile,medium,NULL,NULL
154,50412.8,0.707667,0.707667,56146,5bc0f2fc3072490001cdd988,smile,medium,NULL,NULL
155,30293.1,0.734753,0.859753,86447,5bc0f2fc3072490001cdd988,smile,medium,bright,5.87535
156,29178.4,0.589897,0.264897,115630,5bc0f2fc3072490001cdd988,smile,medium,dim,-8.6103
157,5971.2,0.612925,0.612925,121605,5bc0f2fc3072490001cdd988,smile,medium,dim,-5.40755
158,7862.4,0.624125,0.624125,129471,5bc0f2fc3072490001cdd988,smile,medium,dim,-5.18754
159,27340.9,0.680201,0.955201,156816,5bc0f2fc3072490001cdd988,smile,medium,bright,0.420073
160,3623.3,0.921503,0.921503,160444,5bc0f2fc3072490001cdd988,smile,medium,bright,25.4503
161,NULL,NULL,NULL,4745,5c5486b6e233250001a08001,smile,dark,NULL,NULL
162,12049,0.270605,0.270605,16800,5c5486b6e233250001a08001,smile,dark,NULL,NULL
163,4892,0.22852,0.22852,21696,5c5486b6e233250001a08001,smile,dark,dim,-26.148
164,4988,0.400098,0.400098,26695,5c5486b6e233250001a08001,smile,dark,dim,-10.9902
165,1176,0.875134,0.875134,27877,5c5486b6e233250001a08001,smile,dark,bright,36.5134
166,2338,0.416311,0.416311,30220,5c5486b6e233250001a08001,smile,dark,dim,-7.36889
167,792,0.853322,0.853322,31020,5c5486b6e233250001a08001,smile,dark,bright,33.3322
168,576,0.670341,0.670341,31603,5c5486b6e233250001a08001,smile,dark,bright,15.0341
169,NULL,NULL,NULL,7272,5c7975ea98566f00168eef44,frown,light,NULL,NULL
170,8306,0.168861,0.168861,15585,5c7975ea98566f00168eef44,frown,light,NULL,NULL
171,3343,0.852683,0.852683,18930,5c7975ea98566f00168eef44,frown,light,bright,0.968349
172,11704,0.909673,0.959673,30638,5c7975ea98566f00168eef44,frown,light,bright,3.66734
173,7724,0.9,0.988084,38365,5c7975ea98566f00168eef44,frown,light,bright,1.2
174,14011,0.886793,0.0867931,52378,5c7975ea98566f00168eef44,frown,light,dim,1.37931
175,8506,0.825243,0.100243,60886,5c7975ea98566f00168eef44,frown,light,dim,-6.27571
176,5144,0.780229,0.580229,66032,5c7975ea98566f00168eef44,frown,light,dim,-6.27712
177,NULL,NULL,NULL,13536,5b84b3ab4f38790001778eef,smile,light,NULL,NULL
178,25982,0.490336,0.490336,39526,5b84b3ab4f38790001778eef,smile,light,NULL,NULL
179,14020,0.86586,0.96586,53557,5b84b3ab4f38790001778eef,smile,light,bright,-2.21404
180,12357,0.875,0.371688,65920,5b84b3ab4f38790001778eef,smile,light,dim,0.2
181,7150,0.815045,0.315045,73077,5b84b3ab4f38790001778eef,smile,light,dim,-2.7955
182,9917,0.85,0.406417,83001,5b84b3ab4f38790001778eef,smile,light,dim,-3.8
183,6505,0.833662,0.908662,89513,5b84b3ab4f38790001778eef,smile,light,bright,-3.93377
184,5561,0.795185,0.895185,95079,5b84b3ab4f38790001778eef,smile,light,bright,-4.78153
185,NULL,NULL,NULL,4668,5c1cfb57e2d9150001b5975b,frown,dark,NULL,NULL
186,23433.2,0.785988,0.785988,28107,5c1cfb57e2d9150001b5975b,frown,dark,NULL,NULL
187,19060.4,0.23935,0.23935,47170,5c1cfb57e2d9150001b5975b,frown,dark,dim,-28.065
188,3697.1,0.34204,0.34204,50871,5c1cfb57e2d9150001b5975b,frown,dark,dim,-14.796
189,9846.3,0.547057,0.697057,60719,5c1cfb57e2d9150001b5975b,frown,dark,bright,5.70572
190,3532.5,0.621771,0.796771,64253,5c1cfb57e2d9150001b5975b,frown,dark,bright,11.1771
191,1765.7,0.510663,0.510663,66021,5c1cfb57e2d9150001b5975b,frown,dark,bright,0.0663096
192,6154.1,0.461987,0.361987,72177,5c1cfb57e2d9150001b5975b,frown,dark,dim,-5.80133
193,NULL,NULL,NULL,6918,5ad65e9af069780001b4c478,frown,medium,NULL,NULL
194,25602.9,0.520569,0.920569,32524,5ad65e9af069780001b4c478,frown,medium,NULL,NULL
195,20628.6,0.581793,0.356793,53155,5ad65e9af069780001b4c478,frown,medium,dim,-8.5207
196,12165.7,0.661197,0.911197,65313,5ad65e9af069780001b4c478,frown,medium,bright,-1.48034
197,12653.9,0.596222,0.271222,77969,5ad65e9af069780001b4c478,frown,medium,dim,-7.97781
198,9886.06,0.652965,0.952965,87856,5ad65e9af069780001b4c478,frown,medium,bright,-2.3035
199,12470,0.692205,0.992205,100328,5ad65e9af069780001b4c478,frown,medium,bright,2.52053
200,10358.1,0.6382,0.1132,110688,5ad65e9af069780001b4c478,frown,medium,dim,-3.78003
201,NULL,NULL,NULL,3454,5ba8d835d580200001925fa1,frown,dark,NULL,NULL
202,21995.4,0.494659,0.544659,25456,5ba8d835d580200001925fa1,frown,dark,NULL,NULL
203,38771.3,0.470322,0.995323,64231,5ba8d835d580200001925fa1,frown,dark,bright,-4.96775
204,22802.8,0.495248,0.245248,87037,5ba8d835d580200001925fa1,frown,dark,dim,-2.47516
205,25719.7,0.474617,0.724617,112760,5ba8d835d580200001925fa1,frown,dark,bright,-3.5383
206,36084.9,0.486449,0.711449,148848,5ba8d835d580200001925fa1,frown,dark,bright,-2.35511
207,24842.7,0.448468,0.0984677,173694,5ba8d835d580200001925fa1,frown,dark,dim,-4.15323
208,26597,0.484732,0.259732,200294,5ba8d835d580200001925fa1,frown,dark,dim,-0.526836
209,NULL,NULL,NULL,5247,5cb25282bae8c80001f36e1f,smile,light,NULL,NULL
210,19591,0.487731,0.887731,24842,5cb25282bae8c80001f36e1f,smile,light,NULL,NULL
211,9674,0.87327,0.97327,34519,5cb25282bae8c80001f36e1f,smile,light,bright,0.0270444
212,15877,0.88105,0.0810496,50398,5cb25282bae8c80001f36e1f,smile,light,dim,-0.695045
213,6586,0.842076,0.892076,56987,5cb25282bae8c80001f36e1f,smile,light,bright,-0.0924042
214,8720,0.819671,0.419671,65709,5cb25282bae8c80001f36e1f,smile,light,dim,-2.33294
215,14943,0.925,0.0824852,80655,5cb25282bae8c80001f36e1f,smile,light,dim,3.7
216,33901,0.9,0.995787,114559,5cb25282bae8c80001f36e1f,smile,light,bright,2.7
217,NULL,NULL,NULL,8571,5b29d039007d870001c82394,smile,medium,NULL,NULL
218,14298.7,0.50947,0.10947,22876,5b29d039007d870001c82394,smile,medium,NULL,NULL
219,10613.9,0.68028,0.78028,33494,5b29d039007d870001c82394,smile,medium,bright,0.428036
220,19466.4,0.6608,0.3858,52966,5b29d039007d870001c82394,smile,medium,dim,-1.51999
221,6737.1,0.693927,0.918927,59706,5b29d039007d870001c82394,smile,medium,bright,1.79269
222,16118.5,0.673525,0.723525,75828,5b29d039007d870001c82394,smile,medium,bright,0.652535
223,7172.6,0.664468,0.489468,83004,5b29d039007d870001c82394,smile,medium,dim,-1.15322
224,8373.6,0.669531,0.244531,91382,5b29d039007d870001c82394,smile,medium,dim,0.253127
225,NULL,NULL,NULL,19328,5b0715b7d4b87a0001777083,smile,dark,NULL,NULL
226,39137.1,0.05,0.836489,58468,5b0715b7d4b87a0001777083,smile,dark,NULL,NULL
227,5358.17,0.638431,0.688431,63828,5b0715b7d4b87a0001777083,smile,dark,bright,11.8431
228,4206.84,0.258304,0.108304,68038,5b0715b7d4b87a0001777083,smile,dark,dim,-23.1696
229,4915.74,0.732966,0.682966,72955,5b0715b7d4b87a0001777083,smile,dark,bright,24.2966
230,2480.57,0.267367,0.167367,75437,5b0715b7d4b87a0001777083,smile,dark,dim,-24.2633
231,3104.79,0.697835,0.722835,78543,5b0715b7d4b87a0001777083,smile,dark,bright,17.7835
232,2906.2,0.383223,0.408223,81450,5b0715b7d4b87a0001777083,smile,dark,dim,-12.6777
233,NULL,NULL,NULL,3475,55973e99fdf99b5dfc68c8ac,frown,medium,NULL,NULL
234,16029.7,0.497715,0.0977153,19507,55973e99fdf99b5dfc68c8ac,frown,medium,NULL,NULL
235,11162.5,0.61396,0.58896,30672,55973e99fdf99b5dfc68c8ac,frown,medium,dim,-6.20404
236,5651.33,0.625861,0.60086,36326,55973e99fdf99b5dfc68c8ac,frown,medium,dim,-5.01395
237,5940.91,0.632348,0.582348,42268,55973e99fdf99b5dfc68c8ac,frown,medium,dim,-4.36517
238,8543.18,0.606677,0.781677,50813,55973e99fdf99b5dfc68c8ac,frown,medium,bright,-6.93227
239,5459,0.615432,0.765432,56274,55973e99fdf99b5dfc68c8ac,frown,medium,bright,-5.15676
240,6107.71,0.670716,0.945716,62383,55973e99fdf99b5dfc68c8ac,frown,medium,bright,0.371588
241,NULL,NULL,NULL,3063,5c39057b07700900010ac418,frown,light,NULL,NULL
242,31034.8,0.981724,0.981724,34107,5c39057b07700900010ac418,frown,light,NULL,NULL
243,6831.23,0.835423,0.935423,40939,5c39057b07700900010ac418,frown,light,bright,-0.757743
244,13697.3,0.901377,0.426377,54640,5c39057b07700900010ac418,frown,light,dim,1.33774
245,5928.63,0.900491,0.950491,60574,5c39057b07700900010ac418,frown,light,bright,1.24909
246,5422.79,0.780365,0.630365,66001,5c39057b07700900010ac418,frown,light,dim,-6.26348
247,9104.45,0.825,0.988499,75108,5c39057b07700900010ac418,frown,light,bright,-4.8
248,8041.4,0.848879,0.648879,83153,5c39057b07700900010ac418,frown,light,dim,-2.41207
249,NULL,NULL,NULL,3116,5aead976854c900001867655,frown,dark,NULL,NULL
250,8565,0.681373,0.681373,11683,5aead976854c900001867655,frown,dark,NULL,NULL
251,12242,0.481482,0.331482,23929,5aead976854c900001867655,frown,dark,dim,-2.85181
252,7836,0.506706,0.306706,31768,5aead976854c900001867655,frown,dark,dim,-1.3294
253,7256,0.542395,0.867396,39027,5aead976854c900001867655,frown,dark,bright,3.23955
254,8597,0.566836,0.591835,47627,5aead976854c900001867655,frown,dark,bright,4.68355
255,8895,0.481103,0.106103,56524,5aead976854c900001867655,frown,dark,dim,-0.889733
256,6529,0.544023,0.844023,63056,5aead976854c900001867655,frown,dark,bright,5.4023
257,NULL,NULL,NULL,3534,5be87b0940b06b0001371614,smile,light,NULL,NULL
258,22876.8,0.612943,0.612943,26415,5be87b0940b06b0001371614,smile,light,NULL,NULL
259,15812.5,0.88448,0.58448,42230,5be87b0940b06b0001371614,smile,light,dim,1.14795
260,8407.68,0.925,0.164459,50639,5be87b0940b06b0001371614,smile,light,dim,3.7
261,7233.87,0.870087,0.970087,57874,5be87b0940b06b0001371614,smile,light,bright,2.70867
262,4013.92,0.9,0.965478,61890,5be87b0940b06b0001371614,smile,light,bright,2.7
263,7455.48,0.883486,0.533486,69346,5be87b0940b06b0001371614,smile,light,dim,-0.451413
264,4652.62,0.858433,0.908433,74000,5be87b0940b06b0001371614,smile,light,bright,1.54332
265,NULL,NULL,NULL,5052,5cb201e1fa4b72000183aa9e,smile,medium,NULL,NULL
266,44778.3,0.493567,0.393567,49835,5cb201e1fa4b72000183aa9e,smile,medium,NULL,NULL
267,23461.3,0.598084,0.573084,73306,5cb201e1fa4b72000183aa9e,smile,medium,dim,-7.79163
268,12422.1,0.625856,0.450856,85729,5cb201e1fa4b72000183aa9e,smile,medium,dim,-5.01441
269,17790.3,0.671683,0.971683,103521,5cb201e1fa4b72000183aa9e,smile,medium,bright,-0.431714
270,12703.3,0.662401,0.812401,116226,5cb201e1fa4b72000183aa9e,smile,medium,bright,-1.35992
271,11318.2,0.631867,0.606867,127537,5cb201e1fa4b72000183aa9e,smile,medium,dim,-3.51326
272,9102.24,0.674815,0.849815,136641,5cb201e1fa4b72000183aa9e,smile,medium,bright,0.781487
273,NULL,NULL,NULL,3527,5cb3a354e0ddb3001604c998,frown,medium,NULL,NULL
274,38558.7,0.551616,0.101616,42098,5cb3a354e0ddb3001604c998,frown,medium,NULL,NULL
275,7411.6,0.67582,0.55082,49512,5cb3a354e0ddb3001604c998,frown,medium,dim,-0.0180332
276,3132.71,0.73535,0.71035,52646,5cb3a354e0ddb3001604c998,frown,medium,bright,6.83496
277,6584.54,0.671418,0.871418,59233,5cb3a354e0ddb3001604c998,frown,medium,bright,0.441834
278,5256.6,0.662665,0.687665,64491,5cb3a354e0ddb3001604c998,frown,medium,bright,-1.3335
279,9603.03,0.629492,0.00449228,74095,5cb3a354e0ddb3001604c998,frown,medium,dim,-4.65077
280,5722.28,0.699578,0.649578,79819,5cb3a354e0ddb3001604c998,frown,medium,dim,2.3578
281,NULL,NULL,NULL,3097,5caba829cc54e70001094c37,smile,dark,NULL,NULL
282,31629.2,0.490859,0.640859,34732,5caba829cc54e70001094c37,smile,dark,NULL,NULL
283,22207.9,0.516819,0.61682,56941,5caba829cc54e70001094c37,smile,dark,bright,-0.318052
284,17761.6,0.505332,0.905332,74704,5caba829cc54e70001094c37,smile,dark,bright,-0.466846
285,11650.2,0.516335,0.391335,86356,5caba829cc54e70001094c37,smile,dark,dim,0.633542
286,22937,0.529365,0.779365,109294,5caba829cc54e70001094c37,smile,dark,bright,0.936458
287,11536.4,0.50879,0.20879,120832,5caba829cc54e70001094c37,smile,dark,dim,1.87897
288,10320.4,0.546324,0.371324,131153,5caba829cc54e70001094c37,smile,dark,dim,5.63242
