row,rt,final_value,start_value,time_elapsed,subject,facial_expressions,skinTone,starting_color,difference
559,11562.8,0.71994,0.49494,69220,5c3254770091e40001cc5c0b,frown,medium,dim,4.39397
560,14938.1,0.7,0.0404158,84159,5c3254770091e40001cc5c0b,frown,medium,dim,3.3
561,NULL,NULL,NULL,2903,5b8359ff4ba9cd0001e7a2ea,smile,light,NULL,NULL
562,13725.3,0.987937,0.987937,16630,5b8359ff4ba9cd0001e7a2ea,smile,light,NULL,NULL
563,8582.88,0.848193,0.473193,25215,5b8359ff4ba9cd0001e7a2ea,smile,light,dim,-2.4807
564,9509.97,0.901634,0.451634,34726,5b8359ff4ba9cd0001e7a2ea,smile,light,dim,1.36336
565,3620,0.909025,0.909025,38347,5b8359ff4ba9cd0001e7a2ea,smile,light,bright,3.60249
566,8920.11,0.836376,0.936376,47268,5b8359ff4ba9cd0001e7a2ea,smile,light,bright,-0.662418
567,12754.1,0.889882,0.0398817,60023,5b8359ff4ba9cd0001e7a2ea,smile,light,dim,0.188172
568,1935.13,0.847691,0.847691,61959,5b8359ff4ba9cd0001e7a2ea,smile,light,bright,0.469122
569,NULL,NULL,NULL,7025,5bfda58206c0910001be3d14,frown,medium,NULL,NULL
570,17697.4,0.7,0.918588,24725,5bfda58206c0910001be3d14,frown,medium,NULL,NULL
571,12606.7,0.65,0.208464,37333,5bfda58206c0910001be3d14,frown,medium,dim,-2.6
572,6040.54,0.678947,0.828947,43375,5bfda58206c0910001be3d14,frown,medium,bright,0.294684
573,11637.9,0.7,0.0795346,55014,5bfda58206c0910001be3d14,frown,medium,dim,3.3
574,5501.77,0.675,0.888944,60517,5bfda58206c0910001be3d14,frown,medium,bright,0.8
575,3520.18,0.675481,0.650481,64039,5bfda58206c0910001be3d14,frown,medium,dim,-0.0519305
576,2969.15,0.662132,0.987132,67009,5bfda58206c0910001be3d14,frown,medium,bright,-1.38678
577,NULL,NULL,NULL,3326,5c435c2a3526c80001fc932c,frown,light,NULL,NULL
578,19822.8,0.824138,0.824138,23151,5c435c2a3526c80001fc932c,frown,light,NULL,NULL
579,7462.46,0.893626,0.918626,30615,5c435c2a3526c80001fc932c,frown,light,bright,2.06257
580,12453.8,0.819704,0.944704,43070,5c435c2a3526c80001fc932c,frown,light,bright,-2.32964
581,11497,0.878886,0.903886,54568,5c435c2a3526c80001fc932c,frown,light,bright,-0.91139
582,12422,0.803609,0.528609,66991,5c435c2a3526c80001fc932c,frown,light,dim,-3.93915
583,10111,0.85,0.127682,77103,5c435c2a3526c80001fc932c,frown,light,dim,-3.8
584,11633.8,0.84359,0.74359,88738,5c435c2a3526c80001fc932c,frown,light,dim,-2.94097
585,NULL,NULL,NULL,10689,5c1874146e26a30001dad2b5,frown,light,NULL,NULL
586,15554.8,0.592638,0.592638,26246,5c1874146e26a30001dad2b5,frown,light,NULL,NULL
587,22931.9,0.823836,0.648836,49179,5c1874146e26a30001dad2b5,frown,light,dim,-1.91642
588,9581.03,0.82848,0.10348,58762,5c1874146e26a30001dad2b5,frown,light,dim,-1.45199
589,8701.87,0.856767,0.956767,67465,5c1874146e26a30001dad2b5,frown,light,bright,-3.12328
590,9044.06,0.85,0.948042,76510,5c1874146e26a30001dad2b5,frown,light,bright,-2.3
591,7696,0.841804,0.966804,84207,5c1874146e26a30001dad2b5,frown,light,bright,-3.11962
592,9147.95,0.874484,0.324484,93356,5c1874146e26a30001dad2b5,frown,light,dim,-1.35164
593,NULL,NULL,NULL,4979,5b67335582d9db000118d4e8,frown,dark,NULL,NULL
594,10581,0.99359,0.99359,15563,5b67335582d9db000118d4e8,frown,dark,NULL,NULL
595,13581,0.433438,0.358438,29146,5b67335582d9db000118d4e8,frown,dark,dim,-7.65621
596,5989,0.473631,0.273631,35138,5b67335582d9db000118d4e8,frown,dark,dim,-4.63689
597,6014,0.520666,0.570666,41154,5b67335582d9db000118d4e8,frown,dark,bright,0.066563
598,9870,0.411861,0.286861,51026,5b67335582d9db000118d4e8,frown,dark,dim,-7.81389
599,10343,0.54986,0.77486,61370,5b67335582d9db000118d4e8,frown,dark,bright,3.98595
600,12438,0.443492,0.543492,73810,5b67335582d9db000118d4e8,frown,dark,bright,-4.6508
601,NULL,NULL,NULL,3068,5bd6912d25db7b000179b567,smile,dark,NULL,NULL
602,19228.2,0.5,0.0577217,22302,5bd6912d25db7b000179b567,smile,dark,NULL,NULL
603,10704.5,0.431476,0.931476,33008,5bd6912d25db7b000179b567,smile,dark,bright,-5.85241
604,6190.94,0.426301,0.801301,39200,5bd6912d25db7b000179b567,smile,dark,bright,-6.36994
605,4591.08,0.456424,0.431424,43792,5bd6912d25db7b000179b567,smile,dark,dim,-5.35757
606,5895.27,0.404453,0.354454,49689,5bd6912d25db7b000179b567,smile,dark,dim,-11.5547
607,6871.06,0.433254,0.883254,56560,5bd6912d25db7b000179b567,smile,dark,bright,-7.6746
608,7679.48,0.460612,0.0356123,64241,5bd6912d25db7b000179b567,smile,dark,dim,-5.93877
609,NULL,NULL,NULL,3885,5bf293e9f35e0c0001012d3a,smile,light,NULL,NULL
610,16436.6,0.510728,0.960728,20323,5bf293e9f35e0c0001012d3a,smile,light,NULL,NULL
611,10198.9,0.887634,0.462634,30523,5bf293e9f35e0c0001012d3a,smile,light,dim,1.46341
612,6991.77,0.81906,0.71906,37516,5bf293e9f35e0c0001012d3a,smile,light,dim,-2.39399
613,6542.77,0.87922,0.729221,44059,5bf293e9f35e0c0001012d3a,smile,light,dim,-0.877952
614,2919.4,0.910636,0.935636,46979,5bf293e9f35e0c0001012d3a,smile,light,bright,2.26362
615,3559.24,0.905271,0.880271,50539,5bf293e9f35e0c0001012d3a,smile,light,bright,3.22714
616,5055.98,0.864951,0.989951,55596,5bf293e9f35e0c0001012d3a,smile,light,bright,2.19509
617,NULL,NULL,NULL,2603,5bc74bf6545fac0001c3bea7,smile,dark,NULL,NULL
618,29780,0.937175,0.987175,32391,5bc74bf6545fac0001c3bea7,smile,dark,NULL,NULL
619,22960,0.425,0.243039,55357,5bc74bf6545fac0001c3bea7,smile,dark,dim,-6.5
620,10801,0.441491,0.341491,66164,5bc74bf6545fac0001c3bea7,smile,dark,dim,-7.8509
621,4679,0.426491,0.376491,70846,5bc74bf6545fac0001c3bea7,smile,dark,dim,-9.35092
622,14835,0.444313,0.694313,85684,5bc74bf6545fac0001c3bea7,smile,dark,bright,-6.56867
623,17393,0.4,0.99312,103084,5bc74bf6545fac0001c3bea7,smile,dark,bright,-11
624,12097,0.40614,0.53114,115185,5bc74bf6545fac0001c3bea7,smile,dark,bright,-8.38598
625,NULL,NULL,NULL,4070,5962eb69241f8d0001064bd3,frown,medium,NULL,NULL
626,12238.1,0.290368,0.290368,16318,5962eb69241f8d0001064bd3,frown,medium,NULL,NULL
627,21148.6,0.65,0.00525539,37473,5962eb69241f8d0001064bd3,frown,medium,dim,-2.6
628,5038.92,0.629758,0.754758,42516,5962eb69241f8d0001064bd3,frown,medium,bright,-4.6242
629,4971.71,0.615768,0.865768,47493,5962eb69241f8d0001064bd3,frown,medium,bright,-6.02317
630,6516.15,0.644418,0.394418,54014,5962eb69241f8d0001064bd3,frown,medium,dim,-2.25816
631,6894.42,0.631799,0.381799,61106,5962eb69241f8d0001064bd3,frown,medium,dim,-4.4201
632,5798.62,0.560453,0.760453,66911,5962eb69241f8d0001064bd3,frown,medium,bright,-10.6547
633,NULL,NULL,NULL,2835,5c492e3e4c3dc50001fbdb20,frown,dark,NULL,NULL
634,8513.43,0.40911,0.40911,11350,5c492e3e4c3dc50001fbdb20,frown,dark,NULL,NULL
635,7487.23,0.486057,0.661057,18839,5c492e3e4c3dc50001fbdb20,frown,dark,bright,-3.39435
636,5679.68,0.509436,0.0844359,24519,5c492e3e4c3dc50001fbdb20,frown,dark,dim,1.94359
637,3536.28,0.416373,0.466373,28056,5c492e3e4c3dc50001fbdb20,frown,dark,dim,-9.36271
638,6104.3,0.390224,0.965224,34161,5c492e3e4c3dc50001fbdb20,frown,dark,bright,-11.9776
639,6007.42,0.436847,0.0618468,40170,5c492e3e4c3dc50001fbdb20,frown,dark,dim,-5.31532
640,9520.75,0.456993,0.781993,49691,5c492e3e4c3dc50001fbdb20,frown,dark,bright,-6.3007
641,NULL,NULL,NULL,2520,5c55a5d2318c6b000118fc36,smile,dark,NULL,NULL
642,19890,0.519874,0.819874,22414,5c55a5d2318c6b000118fc36,smile,dark,NULL,NULL
643,18188,0.457992,0.907992,40606,5c55a5d2318c6b000118fc36,smile,dark,bright,-6.20083
644,10337,0.426942,0.176942,50947,5c55a5d2318c6b000118fc36,smile,dark,dim,-8.3058
645,7665,0.434848,0.359848,58614,5c55a5d2318c6b000118fc36,smile,dark,dim,-5.51518
646,17743,0.391316,0.866316,76360,5c55a5d2318c6b000118fc36,smile,dark,bright,-11.8684
647,5882,0.445528,0.245528,82245,5c55a5d2318c6b000118fc36,smile,dark,dim,-4.44723
648,8442,0.497296,0.572296,90690,5c55a5d2318c6b000118fc36,smile,dark,bright,-2.27036
649,NULL,NULL,NULL,3242,5c7e46ba39f0e10015bcc008,frown,medium,NULL,NULL
650,11379.2,0.86997,0.86997,14624,5c7e46ba39f0e10015bcc008,frown,medium,NULL,NULL
651,16304.1,0.703705,0.703705,30931,5c7e46ba39f0e10015bcc008,frown,medium,bright,2.7705
652,17119.9,0.691012,0.141012,48053,5c7e46ba39f0e10015bcc008,frown,medium,dim,1.50124
653,12409.1,0.716775,0.116775,60464,5c7e46ba39f0e10015bcc008,frown,medium,dim,4.07748
654,5280.6,0.706069,0.731069,65747,5c7e46ba39f0e10015bcc008,frown,medium,bright,3.90686
655,6345.58,0.708305,0.633305,72094,5c7e46ba39f0e10015bcc008,frown,medium,dim,4.1305
656,5120.81,0.709705,0.684705,77216,5c7e46ba39f0e10015bcc008,frown,medium,bright,3.37055
657,NULL,NULL,NULL,3569,5caf1b1832e307001748f6c6,smile,medium,NULL,NULL
658,18434.6,0.567069,0.367069,22006,5caf1b1832e307001748f6c6,smile,medium,NULL,NULL
659,10377.3,0.719153,0.794152,32384,5caf1b1832e307001748f6c6,smile,medium,bright,4.31525
660,22609.9,0.703782,0.00378178,54996,5caf1b1832e307001748f6c6,smile,medium,dim,3.67818
661,13230.7,0.684372,0.0593716,68228,5caf1b1832e307001748f6c6,smile,medium,dim,0.837162
662,7107.94,0.727431,0.877431,75337,5caf1b1832e307001748f6c6,smile,medium,bright,6.04312
663,14597.9,0.695698,0.0456978,89936,5caf1b1832e307001748f6c6,smile,medium,dim,1.96978
664,5247.77,0.71972,0.74472,95185,5caf1b1832e307001748f6c6,smile,medium,bright,4.37198
665,NULL,NULL,NULL,6886,5c14094a47af7b0001695ecb,smile,dark,NULL,NULL
666,16699.1,0.719734,0.719734,23607,5c14094a47af7b0001695ecb,smile,dark,NULL,NULL
667,7593.2,0.3996,0.3996,31217,5c14094a47af7b0001695ecb,smile,dark,dim,-9.03997
668,23684.7,0.167547,0.167547,54914,5c14094a47af7b0001695ecb,smile,dark,dim,-34.2453
669,2509.7,0.319057,0.319057,57437,5c14094a47af7b0001695ecb,smile,dark,dim,-19.0943
670,1359.9,0.899434,0.899434,58810,5c14094a47af7b0001695ecb,smile,dark,bright,37.9434
671,2476.8,0.901277,0.901277,61301,5c14094a47af7b0001695ecb,smile,dark,bright,38.1277
672,1673.1,0.924181,0.924181,62992,5c14094a47af7b0001695ecb,smile,dark,bright,43.4181
673,NULL,NULL,NULL,5784,5b63eed95256470001bd3d8c,frown,dark,NULL,NULL
674,23098,0.53067,0.830669,28890,5b63eed95256470001bd3d8c,frown,dark,NULL,NULL
675,14941,0.501712,0.476712,43834,5b63eed95256470001bd3d8c,frown,dark,dim,-1.82883
676,8650,0.4479,0.3229,52487,5b63eed95256470001bd3d8c,frown,dark,dim,-7.20998
677,12009,0.480698,0.705698,64500,5b63eed95256470001bd3d8c,frown,dark,bright,-0.930221
678,12442,0.483346,0.933346,76944,5b63eed95256470001bd3d8c,frown,dark,bright,-2.6654
679,16482,0.478521,0.903521,93430,5b63eed95256470001bd3d8c,frown,dark,bright,-1.14791
680,20686,0.5,0.068607,114120,5b63eed95256470001bd3d8c,frown,dark,dim,-1
681,NULL,NULL,NULL,3054,5c2fd3c4867f660001b0253b,smile,medium,NULL,NULL
682,12770,0.247001,0.247001,15829,5c2fd3c4867f660001b0253b,smile,medium,NULL,NULL
683,16723.7,0.608855,0.758855,32555,5c2fd3c4867f660001b0253b,smile,medium,bright,-5.81452
684,7144.9,0.63877,0.51377,39702,5c2fd3c4867f660001b0253b,smile,medium,dim,-3.72297
685,10169.7,0.706027,0.231027,49874,5c2fd3c4867f660001b0253b,smile,medium,dim,3.00271
686,4034.4,0.630791,0.655791,53911,5c2fd3c4867f660001b0253b,smile,medium,dim,-4.52095
687,10674.9,0.680245,0.905245,64589,5c2fd3c4867f660001b0253b,smile,medium,bright,1.32454
688,9590.7,0.660982,0.860982,74182,5c2fd3c4867f660001b0253b,smile,medium,bright,-1.50178
689,NULL,NULL,NULL,4273,590819e205fbfc000147720c,smile,medium,NULL,NULL
690,10605,0.930936,0.930936,14884,590819e205fbfc000147720c,smile,medium,NULL,NULL
691,18647,0.637858,0.862858,33538,590819e205fbfc000147720c,smile,medium,bright,-3.81415
692,10091,0.653444,0.353444,43635,590819e205fbfc000147720c,smile,medium,dim,-2.25562
693,13707,0.621318,0.846318,57346,590819e205fbfc000147720c,smile,medium,bright,-4.5682
694,6765,0.647911,0.797911,64114,590819e205fbfc000147720c,smile,medium,bright,-1.90889
695,5508,0.701199,0.451199,69626,590819e205fbfc000147720c,smile,medium,dim,2.51986
696,6773,0.672872,0.0228716,76403,590819e205fbfc000147720c,smile,medium,dim,-0.312845
697,NULL,NULL,NULL,9358,5bb0a9556322c50001584f5d,frown,light,NULL,NULL
698,23794.9,0.450211,0.200211,33157,5bb0a9556322c50001584f5d,frown,light,NULL,NULL
699,11997.3,0.887981,0.912981,45157,5bb0a9556322c50001584f5d,frown,light,bright,1.49812
700,8973.8,0.906102,0.606102,54132,5bb0a9556322c50001584f5d,frown,light,dim,1.81018
701,3654.6,0.829574,0.854574,57787,5bb0a9556322c50001584f5d,frown,light,bright,-1.34261
702,12534.1,0.777374,0.502374,70323,5bb0a9556322c50001584f5d,frown,light,dim,-9.56264
703,2870.9,0.840548,0.915548,73195,5bb0a9556322c50001584f5d,frown,light,bright,-0.245215
704,7798.3,0.790307,0.315307,80995,5bb0a9556322c50001584f5d,frown,light,dim,-9.76926
705,NULL,NULL,NULL,3714,5c1ab1b454b5d700014382da,smile,medium,NULL,NULL
706,8984.21,0.135543,0.135543,12700,5c1ab1b454b5d700014382da,smile,medium,NULL,NULL
707,20830.3,0.690042,0.940042,33532,5c1ab1b454b5d700014382da,smile,medium,bright,1.4042
708,7798.96,0.7,0.0203195,41332,5c1ab1b454b5d700014382da,smile,medium,dim,2.4
709,2758.91,0.741422,0.766422,44092,5c1ab1b454b5d700014382da,smile,medium,bright,7.44221
710,1103.14,0.679736,0.679736,45196,5c1ab1b454b5d700014382da,smile,medium,bright,1.27357
711,6847.15,0.696811,0.171811,52044,5c1ab1b454b5d700014382da,smile,medium,dim,2.08112
712,7382.9,0.698693,0.223693,59428,5c1ab1b454b5d700014382da,smile,medium,dim,2.26933
713,NULL,NULL,NULL,4466,5c94bb88dd325800146f8180,frown,medium,NULL,NULL
714,17970.8,0.507791,0.357791,22443,5c94bb88dd325800146f8180,frown,medium,NULL,NULL
715,12650.2,0.646746,0.0467461,35098,5c94bb88dd325800146f8180,frown,medium,dim,-2.92539
716,7959.85,0.690292,0.790292,43061,5c94bb88dd325800146f8180,frown,medium,bright,1.42922
717,17487.6,0.6,0.485377,60552,5c94bb88dd325800146f8180,frown,medium,dim,-6.7
718,9166.55,0.651409,0.326409,69721,5c94bb88dd325800146f8180,frown,medium,dim,-2.45912
719,13786.1,0.708949,0.908949,83511,5c94bb88dd325800146f8180,frown,medium,bright,4.19494
720,4375.65,0.711757,0.936757,87891,5c94bb88dd325800146f8180,frown,medium,bright,3.57566
721,NULL,NULL,NULL,4682,5bbfeb974c98a200010a804a,smile,dark,NULL,NULL
722,28092,0.50938,0.55938,32777,5bbfeb974c98a200010a804a,smile,dark,NULL,NULL
723,15823,0.449844,0.0748441,48605,5bbfeb974c98a200010a804a,smile,dark,dim,-6.01559
724,8552,0.447757,0.272757,57160,5bbfeb974c98a200010a804a,smile,dark,dim,-4.22432
725,8246,0.442271,0.217271,65411,5bbfeb974c98a200010a804a,smile,dark,dim,-4.77286
726,7890,0.436305,0.636305,73304,5bbfeb974c98a200010a804a,smile,dark,bright,-7.36954
727,13823,0.462249,0.837249,87128,5bbfeb974c98a200010a804a,smile,dark,bright,-5.7751
728,9149,0.479594,0.929594,96279,5bbfeb974c98a200010a804a,smile,dark,bright,-4.04062
729,NULL,NULL,NULL,13060,55b6cd77fdf99b438f10e311,smile,dark,NULL,NULL
730,18532,0.699234,0.849234,31595,55b6cd77fdf99b438f10e311,smile,dark,NULL,NULL
731,17400.9,0.462019,0.837019,48999,55b6cd77fdf99b438f10e311,smile,dark,bright,-5.79806
732,16039.6,0.470072,0.170072,65042,55b6cd77fdf99b438f10e311,smile,dark,dim,-3.99278
733,8975.83,0.470491,0.395491,74021,55b6cd77fdf99b438f10e311,smile,dark,dim,-4.95088
734,14795.1,0.458726,0.333726,88818,55b6cd77fdf99b438f10e311,smile,dark,dim,-3.12745
735,11192.9,0.428846,0.753846,100013,55b6cd77fdf99b438f10e311,smile,dark,bright,-6.1154
736,12081.6,0.468837,0.593837,112096,55b6cd77fdf99b438f10e311,smile,dark,bright,-4.11625
737,NULL,NULL,NULL,35411,5c1e1aa2cb7ecd0001f49d6b,smile,dark,NULL,NULL
738,63216.7,0.997671,0.997671,98630,5c1e1aa2cb7ecd0001f49d6b,smile,dark,NULL,NULL
739,15337,0.40975,0.83475,113969,5c1e1aa2cb7ecd0001f49d6b,smile,dark,bright,-10.025
740,4568.62,0.420698,0.470698,118538,5c1e1aa2cb7ecd0001f49d6b,smile,dark,dim,-8.93018
741,11977,0.445258,0.845258,130516,5c1e1aa2cb7ecd0001f49d6b,smile,dark,bright,-7.47424
742,3871.73,0.371456,0.396456,134390,5c1e1aa2cb7ecd0001f49d6b,smile,dark,dim,-11.8544
743,7853.62,0.413884,0.938884,142244,5c1e1aa2cb7ecd0001f49d6b,smile,dark,bright,-7.61158
744,6103.08,0.41789,0.49289,148348,5c1e1aa2cb7ecd0001f49d6b,smile,dark,dim,-10.211
745,NULL,NULL,NULL,10469,5c7d74d0c9e709000183c3ba,smile,light,NULL,NULL
746,34101.2,0.50129,0.90129,44573,5c7d74d0c9e709000183c3ba,smile,light,NULL,NULL
747,19990.3,0.87577,0.90077,64566,5c7d74d0c9e709000183c3ba,smile,light,bright,0.277027
748,7267.48,0.84371,0.94371,71835,5c7d74d0c9e709000183c3ba,smile,light,bright,0.0709739
749,18030,0.845436,0.0954361,89866,5c7d74d0c9e709000183c3ba,smile,light,dim,0.243605
750,9048.5,0.915825,0.790825,98916,5c7d74d0c9e709000183c3ba,smile,light,dim,2.78253
751,11922.3,0.925,0.733449,110839,5c7d74d0c9e709000183c3ba,smile,light,dim,3.7
752,4201.45,0.918371,0.918371,115044,5c7d74d0c9e709000183c3ba,smile,light,bright,4.53708
753,NULL,NULL,NULL,13836,5ba9a99738803d00012729de,frown,dark,NULL,NULL
754,37498,0.483923,0.833923,51338,5ba9a99738803d00012729de,frown,dark,NULL,NULL
755,18350.4,0.430463,0.180463,69690,5ba9a99738803d00012729de,frown,dark,dim,-5.95365
756,7662.92,0.509156,0.534156,77354,5ba9a99738803d00012729de,frown,dark,bright,-1.08438
757,10366.9,0.475484,0.925484,87722,5ba9a99738803d00012729de,frown,dark,bright,-1.45162
758,14182.8,0.45,0.0214333,101906,5ba9a99738803d00012729de,frown,dark,dim,-6
759,11111,0.483685,0.183685,113018,5ba9a99738803d00012729de,frown,dark,dim,-2.63148
760,7807.37,0.506047,0.631047,120827,5ba9a99738803d00012729de,frown,dark,bright,-1.3953
761,NULL,NULL,NULL,3845,5c6ed5ea21a3560001bd3758,smile,light,NULL,NULL
762,18498,0.627049,0.627049,22348,5c6ed5ea21a3560001bd3758,smile,light,NULL,NULL
763,17662.4,0.893594,0.593594,40012,5c6ed5ea21a3560001bd3758,smile,light,dim,2.05941
764,6814.6,0.786912,0.811912,46828,5c6ed5ea21a3560001bd3758,smile,light,dim,-5.60881
765,7687.17,0.831303,0.981303,54516,5c6ed5ea21a3560001bd3758,smile,light,bright,-1.16974
766,15791,0.886293,0.261293,70308,5c6ed5ea21a3560001bd3758,smile,light,dim,-0.170669
767,15159.2,0.903538,0.903538,85469,5c6ed5ea21a3560001bd3758,smile,light,bright,3.05376
768,6862.38,0.890219,0.940219,92332,5c6ed5ea21a3560001bd3758,smile,light,bright,0.221899
769,NULL,NULL,NULL,9600,5b376f54cf5e6a00018309ef,frown,medium,NULL,NULL
770,44346.3,0.999663,0.999663,53949,5b376f54cf5e6a00018309ef,frown,medium,NULL,NULL
771,14869.9,0.649706,0.024706,68821,5b376f54cf5e6a00018309ef,frown,medium,dim,-2.6294
772,6041.39,0.666249,0.616249,74865,5b376f54cf5e6a00018309ef,frown,medium,dim,-0.975073
773,7111.44,0.660194,0.885194,81978,5b376f54cf5e6a00018309ef,frown,medium,bright,-0.680564
774,15094.8,0.669346,0.694346,97074,5b376f54cf5e6a00018309ef,frown,medium,bright,-0.665441
775,4594.85,0.639576,0.639576,101671,5b376f54cf5e6a00018309ef,frown,medium,dim,-2.74238
776,10856.4,0.660055,0.960055,112530,5b376f54cf5e6a00018309ef,frown,medium,bright,-1.59446
777,NULL,NULL,NULL,7277,5beb4edf6b6e630001329b85,smile,light,NULL,NULL
778,33130.6,0.524269,0.174269,40414,5beb4edf6b6e630001329b85,smile,light,NULL,NULL
779,21172.4,0.85,0.983151,61591,5beb4edf6b6e630001329b85,smile,light,bright,0.7
780,5181.3,0.861991,0.88699,66775,5beb4edf6b6e630001329b85,smile,light,bright,1.89905
781,9913.6,0.893894,0.418894,76692,5beb4edf6b6e630001329b85,smile,light,dim,0.589444
782,13190.1,0.912742,0.837742,89884,5beb4edf6b6e630001329b85,smile,light,dim,3.97419
783,10578,0.880098,0.0800975,100465,5beb4edf6b6e630001329b85,smile,light,dim,0.70975
784,7060.4,0.921277,0.971277,107528,5beb4edf6b6e630001329b85,smile,light,bright,3.32773
785,NULL,NULL,NULL,4068,5c47b6ea1abbc30001966881,frown,medium,NULL,NULL
786,28438,0.0228883,0.0228883,32509,5c47b6ea1abbc30001966881,frown,medium,NULL,NULL
787,15813,0.652916,0.827915,48325,5c47b6ea1abbc30001966881,frown,medium,bright,-1.40845
788,9134,0.698906,0.848906,57461,5c47b6ea1abbc30001966881,frown,medium,bright,2.29064
789,12212,0.669386,0.0693862,69676,5c47b6ea1abbc30001966881,frown,medium,dim,0.238616
790,9543,0.716196,0.0411956,79222,5c47b6ea1abbc30001966881,frown,medium,dim,4.01957
791,6358,0.721464,0.746464,85583,5c47b6ea1abbc30001966881,frown,medium,bright,4.5464
792,11163,0.673698,0.248698,96747,5c47b6ea1abbc30001966881,frown,medium,dim,-0.230187
793,NULL,NULL,NULL,4145,56e77a8f38f932000a86e118,smile,light,NULL,NULL
794,NULL,NULL,NULL,7636,592f09f14217c40001a76e8e,smile,light,NULL,NULL
795,14361.7,0.518802,0.718802,18510,56e77a8f38f932000a86e118,smile,light,NULL,NULL
796,79946.8,0.500089,0.400089,87592,592f09f14217c40001a76e8e,smile,light,NULL,NULL
797,19799.1,0.882096,0.907096,38314,56e77a8f38f932000a86e118,smile,light,bright,0.909618
798,13476.5,0.878823,0.978823,101074,592f09f14217c40001a76e8e,smile,light,bright,0.582267
799,20943.4,0.899802,0.324802,59261,56e77a8f38f932000a86e118,smile,light,dim,1.18023
800,23590.4,0.840194,0.415194,124669,592f09f14217c40001a76e8e,smile,light,dim,-4.78061
801,20477.6,0.925815,0.0508153,79742,56e77a8f38f932000a86e118,smile,light,dim,5.28153
802,7028.49,0.827657,0.977657,131703,592f09f14217c40001a76e8e,smile,light,bright,-1.53434
803,26474.3,0.9,0.9037,106219,56e77a8f38f932000a86e118,smile,light,bright,1.2
804,4640.23,0.876148,0.801148,136347,592f09f14217c40001a76e8e,smile,light,dim,-1.18519
805,25076.1,0.875,0.417107,131299,56e77a8f38f932000a86e118,smile,light,dim,3.2
806,11275.5,0.873468,0.323468,147625,592f09f14217c40001a76e8e,smile,light,dim,0.0468055
807,40834.3,0.857132,0.982132,172136,56e77a8f38f932000a86e118,smile,light,bright,1.41318
808,9011.87,0.849008,0.924008,156641,592f09f14217c40001a76e8e,smile,light,bright,0.600752
809,NULL,NULL,NULL,8927,5acb55010527ba0001c25592,smile,medium,NULL,NULL
810,36812.5,0.47407,0.72407,45739,5acb55010527ba0001c25592,smile,medium,NULL,NULL
811,46636,0.575,0.205244,92379,5acb55010527ba0001c25592,smile,medium,dim,-9.2
812,12452.1,0.617938,0.592938,104833,5acb55010527ba0001c25592,smile,medium,dim,-4.90617
813,9391.52,0.607248,0.957248,114228,5acb55010527ba0001c25592,smile,medium,bright,-6.87522
814,14710,0.625,0.988432,128940,5acb55010527ba0001c25592,smile,medium,bright,-5.1
815,8090.19,0.640862,0.740862,137032,5acb55010527ba0001c25592,smile,medium,bright,-3.51375
816,11385.1,0.631166,0.431166,148419,5acb55010527ba0001c25592,smile,medium,dim,-4.4834
817,NULL,NULL,NULL,8301,5bd3ff16b209800001bed096,frown,light,NULL,NULL
818,66344,0.702062,0.702062,74656,5bd3ff16b209800001bed096,frown,light,NULL,NULL
819,21717,0.885277,0.410277,96384,5bd3ff16b209800001bed096,frown,light,dim,4.22771
820,4042,0.889153,0.889153,100435,5bd3ff16b209800001bed096,frown,light,bright,0.115347
821,11668,0.931726,0.231726,112110,5bd3ff16b209800001bed096,frown,light,dim,4.37259
822,7162,0.92263,0.79763,119287,5bd3ff16b209800001bed096,frown,light,dim,4.96299
823,6016,0.872496,0.847496,125316,5bd3ff16b209800001bed096,frown,light,bright,2.94963
824,7703,0.915371,0.965371,133032,5bd3ff16b209800001bed096,frown,light,bright,4.23714
825,NULL,NULL,NULL,4114,5bacfa561c5cad00010b4cc9,smile,medium,NULL,NULL
826,30813,0.5,0.039441,34931,5bacfa561c5cad00010b4cc9,smile,medium,NULL,NULL
827,13255,0.617846,0.917846,48191,5bacfa561c5cad00010b4cc9,smile,medium,bright,-4.91542
828,9328,0.641657,0.616657,57525,5bacfa561c5cad00010b4cc9,smile,medium,dim,-3.43435
829,18705,0.601712,0.176712,76234,5bacfa561c5cad00010b4cc9,smile,medium,dim,-6.52884
830,14404,0.625,0.943626,90641,5bacfa561c5cad00010b4cc9,smile,medium,bright,-5.1
831,11782,0.625461,0.775461,102426,5bacfa561c5cad00010b4cc9,smile,medium,bright,-5.05392
832,8424,0.621929,0.471929,110852,5bacfa561c5cad00010b4cc9,smile,medium,dim,-5.40707
833,NULL,NULL,NULL,3675,5b04bbd4b98c410001adb8db,frown,dark,NULL,NULL
834,22711.6,0.411319,0.411319,26389,5b04bbd4b98c410001adb8db,frown,dark,NULL,NULL
835,25401.8,0.457193,0.682193,51793,5b04bbd4b98c410001adb8db,frown,dark,bright,-3.28068
836,66595,0.492657,0.0176573,118385,5b04bbd4b98c410001adb8db,frown,dark,dim,-2.73427
837,2197.53,0.521172,0.521172,120584,5b04bbd4b98c410001adb8db,frown,dark,bright,0.117196
838,32986.1,0.467533,0.042533,153572,5b04bbd4b98c410001adb8db,frown,dark,dim,-4.2467
839,2165.74,0.476936,0.476936,155739,5b04bbd4b98c410001adb8db,frown,dark,dim,-3.30638
